make,model,version,price,fuel,year,kms,shift,is_professional,dealer,province,publish_date,insert_date
5,559,458,567,1,33,1383,1,1,2387,44,4643,58
40,142,2356,909,1,32,1687,1,1,2349,2,4902,60
33,158,1457,383,1,30,1956,1,0,1830,10,302,18
39,529,2342,796,1,38,802,2,1,2473,29,4901,63
38,289,2010,797,5,40,11,2,1,2674,37,2260,9
3,57,115,177,1,26,1875,2,0,123,30,201,2
38,83,1921,382,1,38,1242,2,1,1226,31,1416,5
41,316,2489,258,1,36,1600,2,1,1842,44,2002,56
1,3,18,100,1,27,1383,2,0,585,44,3978,48
54,501,3302,701,5,40,163,1,1,2263,46,3305,40
36,363,1765,516,1,30,1832,2,1,2211,40,2476,19
53,101,2972,612,6,36,422,1,1,1019,40,2252,18
41,312,2469,565,1,37,901,1,1,2061,20,3493,47
45,71,2651,643,1,36,1156,2,1,953,18,801,15
14,34,761,1155,5,36,452,1,1,2904,5,3307,51
5,472,364,727,1,37,1126,2,1,981,29,3860,39
38,191,1959,225,5,36,850,2,1,2684,25,1601,5
3,56,85,805,5,39,592,1,1,2722,4,4858,56
5,595,481,518,2,34,1312,1,1,1979,44,4008,43
41,370,2544,485,1,38,835,2,1,2057,46,3219,30
38,191,1955,29,5,21,1894,2,0,1757,25,618,3
45,299,2730,62,1,25,1925,2,1,2309,29,4066,46
53,294,2992,583,1,35,1269,2,1,2056,8,4933,63
41,312,2471,515,5,38,569,1,1,1574,29,4956,63
41,175,2373,34,1,25,1857,2,0,777,16,2047,19
33,150,1484,858,1,40,98,1,1,1105,30,4310,44
38,83,1939,36,5,22,1820,2,0,52,30,146,24
8,112,618,120,1,27,1943,1,0,1340,29,2375,49
24,225,1208,925,1,39,265,2,1,2473,48,2754,30
38,191,1969,296,1,35,202,2,1,1038,44,2559,24
39,37,2256,231,1,31,1864,2,0,234,28,32,44
33,152,1457,104,1,21,1712,1,0,487,45,876,37
41,137,2382,521,5,39,267,2,1,1544,15,3562,56
39,42,2295,338,1,36,1766,1,1,2641,29,2012,29
41,317,2497,358,1,39,687,2,1,2729,17,702,32
40,53,2346,1118,5,35,1112,1,1,2354,7,4168,53
45,235,2687,192,1,33,1841,2,1,871,17,4337,48
3,56,90,542,1,36,1234,1,1,1978,38,3661,42
38,191,1975,259,5,38,861,2,1,2377,25,3048,24
39,95,2309,120,1,24,64,2,0,98,43,2851,55
54,272,3123,405,5,36,812,2,1,2305,29,561,19
36,363,1761,100,1,19,2001,2,0,1785,25,2928,48
37,417,1852,241,1,28,1842,2,1,2221,47,2919,31
18,68,1070,261,1,29,1526,2,0,105,16,3280,61
8,575,715,132,1,28,1717,2,1,1276,29,3876,49
16,324,999,391,1,31,1675,2,0,597,23,346,6
3,57,155,706,1,36,844,2,0,12,31,381,48
24,568,1221,751,1,38,1157,1,1,1389,29,4108,46
37,417,1854,695,5,39,156,2,1,1944,2,1940,5
45,84,2673,761,5,39,61,2,1,2598,24,2792,23
33,154,1562,936,5,36,985,1,0,496,50,410,14
45,299,2692,104,5,22,1100,2,0,1648,41,583,6
5,469,336,564,1,35,1461,2,1,2473,46,2348,14
15,39,788,367,5,37,452,2,1,2331,7,3987,37
32,432,1456,254,5,28,1383,2,0,764,6,107,1
33,158,1580,1026,1,39,579,1,1,1946,29,4962,63
5,473,397,556,1,35,1738,1,0,642,29,3405,54
39,14,2164,298,5,37,817,2,1,1023,7,3420,26
54,392,3223,654,1,36,1508,1,1,2261,44,784,0
3,57,157,640,1,36,726,1,1,2007,29,1120,6
39,31,2093,152,1,26,1856,1,0,675,44,3808,42
39,21,2178,901,1,40,2,1,1,1850,26,4043,38
8,114,516,191,1,30,1775,2,0,329,17,3062,23
16,102,870,324,1,35,1439,2,1,978,7,3170,48
3,57,131,797,1,38,1234,1,1,2775,43,4740,53
41,234,2439,278,1,32,1629,2,1,2343,29,2143,63
3,60,221,1076,1,39,239,1,1,925,0,3132,25
41,359,2574,59,1,24,1784,2,0,716,0,811,41
54,464,3283,275,1,29,1887,2,1,811,46,2217,27
39,42,2283,367,1,35,1453,2,0,655,32,1598,49
46,241,2810,294,5,38,791,2,1,1241,41,4354,48
33,150,1477,26,1,18,2001,2,0,1292,31,1201,9
54,514,3315,297,1,31,1859,2,0,1342,7,3585,58
55,564,3425,716,1,36,1092,1,1,2602,40,3679,45
47,592,2871,452,5,39,304,2,1,2298,7,3590,30
41,285,2454,72,1,26,1820,2,0,1325,29,2172,50
16,324,990,552,1,36,1068,2,1,1117,38,4748,56
32,351,1440,23,1,27,1477,2,0,180,33,2942,33
50,548,2928,781,6,40,117,2,1,2626,7,1678,9
5,473,402,875,1,37,1509,1,1,1062,0,3306,26
45,509,2798,881,1,40,123,2,1,2686,38,4785,55
8,114,643,244,1,30,1875,2,0,1450,0,4450,57
3,60,200,132,1,24,1924,2,0,123,38,3246,61
3,56,103,175,1,26,1820,2,0,1675,29,4947,61
33,549,1708,439,1,23,1775,2,1,2866,29,312,6
24,225,1209,953,1,39,479,1,1,2694,7,1488,20
20,594,1161,303,1,36,946,2,1,992,44,693,7
37,327,1805,402,2,37,714,1,1,2588,13,3991,51
3,56,106,931,7,39,39,1,1,2345,10,4036,42
38,191,1956,100,5,28,1766,2,0,1459,46,2237,13
37,73,1779,15,5,24,36,2,0,1473,38,2815,40
38,550,2073,610,1,38,1100,2,1,1502,38,655,11
46,487,2853,315,5,37,499,2,0,291,15,952,48
36,140,1752,32,5,22,1651,2,0,469,30,4760,63
47,592,2878,90,5,24,1225,1,0,1329,29,1126,15
35,342,1717,196,5,25,1820,2,0,536,26,2689,20
5,468,327,570,1,37,1350,1,0,501,45,921,4
53,189,2988,230,1,28,1471,2,1,2473,7,1188,6
44,51,2632,112,5,26,1713,2,1,1243,25,4370,51
41,370,2580,148,1,30,1704,2,0,674,29,150,16
33,151,1501,777,1,39,598,1,1,1227,38,2892,62
33,152,1524,340,1,28,1626,1,1,2708,32,4444,55
45,299,2730,122,1,25,1810,2,1,1175,40,1141,13
41,552,2617,278,5,31,687,2,1,1530,7,3643,31
5,474,422,875,1,36,1270,1,1,1525,29,625,33
33,159,1607,1126,1,36,499,1,1,2197,7,3137,25
54,519,3364,650,1,36,1753,1,0,676,15,88,16
16,229,880,631,1,39,0,2,1,2101,7,4209,45
45,517,2802,77,1,24,1808,2,0,642,1,3753,47
38,361,2049,388,5,37,1330,1,1,1381,44,2869,25
3,60,212,925,5,36,1509,1,0,1410,3,619,46
41,175,2405,208,1,36,1600,2,1,821,40,3525,40
5,468,325,574,5,39,468,2,1,1133,7,2275,31
3,56,76,383,1,31,1629,1,1,2645,0,2571,55
16,267,969,32,1,19,2001,2,0,363,38,3718,50
20,593,1156,428,5,40,146,2,1,895,40,2880,33
8,103,543,349,5,39,206,2,1,1571,2,1251,0
36,386,1770,938,7,38,88,1,1,2098,46,1931,14
41,312,2478,469,1,35,1162,1,1,947,27,3957,49
29,436,1370,1129,1,39,67,1,1,2694,7,3403,38
45,80,2662,665,5,40,6,2,1,1168,31,863,7
8,574,710,50,5,22,912,2,0,104,44,286,40
29,435,1350,986,1,39,0,2,1,2100,44,1236,0
54,519,3346,133,1,26,1939,2,0,143,32,66,32
54,138,3057,866,1,39,1013,2,1,2693,15,2844,31
3,449,297,531,5,29,1663,2,1,2594,40,2576,26
3,57,139,684,1,36,1424,1,1,889,44,1297,13
54,305,3176,196,1,27,1481,2,0,254,29,240,0
38,302,2018,191,1,29,1730,2,0,1811,48,4786,60
8,105,553,100,1,26,1701,2,1,2756,44,4040,42
5,468,326,649,1,37,959,2,0,1773,7,154,20
8,574,708,23,5,22,1690,2,0,1280,44,4304,51
8,106,561,653,1,40,1,2,1,1007,29,3082,24
33,150,1495,777,1,38,443,1,1,2361,46,3295,26
16,369,1039,883,5,37,687,2,0,1643,19,2673,17
25,182,1236,715,1,38,66,2,1,1592,10,2798,29
39,32,2255,23,1,24,2089,2,0,1341,2,448,38
30,373,1397,880,6,38,1006,1,1,2091,28,1849,7
50,500,2918,510,6,40,2,2,1,2700,0,1533,0
39,28,2228,508,5,40,0,2,1,2553,44,2598,17
30,297,1384,231,1,30,86,2,0,1813,26,2121,47
32,126,1425,596,1,36,940,2,1,2061,20,2134,32
36,386,1773,586,1,38,952,2,1,2314,25,2717,19
33,152,1519,323,1,30,1887,2,0,128,31,498,57
41,466,2595,297,1,34,1791,2,0,1438,7,2979,29
5,557,442,715,1,37,1330,1,1,2174,29,2663,19
33,151,1507,754,1,37,716,1,1,1236,31,2745,23
41,370,2548,297,1,35,1408,2,1,1098,5,1072,15
41,370,2554,808,7,40,9,1,1,2427,14,3610,29
33,151,1507,594,1,35,1309,1,1,1003,10,4235,41
39,11,2125,59,1,23,1835,2,0,170,7,328,20
54,272,3069,77,1,26,2082,2,0,125,38,1415,52
16,247,912,86,1,27,1864,2,0,229,31,4099,40
6,136,491,421,1,33,1575,2,1,1142,31,1939,4
39,42,2293,375,1,35,1694,2,0,106,38,256,63
41,280,2447,26,1,25,2031,1,0,790,29,4178,54
5,468,327,688,1,37,621,1,1,1978,38,1450,5
54,464,3284,520,1,31,1320,1,1,983,18,1545,36
38,543,1890,42,1,22,41,2,0,1324,2,2625,25
37,303,1795,516,5,35,956,2,1,1556,49,4163,58
33,158,1586,518,5,30,1684,1,1,1972,31,2716,23
11,242,741,879,5,40,146,1,1,2593,7,3165,45
46,241,2819,100,1,28,1768,2,1,1093,35,3762,37
32,351,1449,340,1,35,1702,2,0,89,20,3150,33
8,112,633,468,1,36,827,2,1,2060,49,4268,53
16,102,862,59,1,27,59,2,0,401,44,3582,41
15,36,777,421,5,39,221,2,1,1957,38,3859,48
54,272,3068,170,5,11,1219,2,0,409,20,56,15
38,83,1944,132,5,26,1638,2,1,1121,7,3757,43
54,272,3142,939,5,39,344,1,1,2819,40,4486,56
15,390,827,201,5,37,850,2,1,1153,25,2298,24
5,557,437,629,1,35,1348,1,1,1972,31,3846,40
16,247,961,114,1,27,1938,2,0,12,21,1390,3
39,14,2160,289,5,35,581,2,1,1500,7,4497,59
37,555,1888,583,1,36,892,2,1,366,7,4535,62
41,316,2487,615,1,40,67,2,1,1461,28,1135,43
54,272,3079,284,1,30,1799,2,0,258,44,534,4
8,106,558,516,1,38,405,2,1,2702,48,2924,19
8,105,571,502,1,40,90,2,1,2552,29,3918,38
16,527,1067,627,1,39,946,1,1,889,44,901,29
3,59,186,658,1,35,1394,1,1,1978,38,1871,21
16,362,1013,188,1,33,2079,2,0,387,26,273,0
41,347,2521,148,1,34,1497,2,0,1794,7,438,4
39,42,2283,427,1,35,1320,2,1,1185,38,696,13
26,585,1323,355,1,36,1026,2,1,2167,46,4421,45
33,255,1677,869,5,40,125,1,1,2052,17,3116,50
3,57,115,114,1,27,2024,2,0,137,2,2511,42
54,392,3193,132,1,26,1926,2,0,1787,10,1857,8
33,159,1609,1156,5,40,77,1,1,1745,7,1116,12
5,468,319,237,1,28,1753,2,0,1816,7,4141,60
15,408,834,145,1,33,1591,2,1,2461,29,3564,36
1,494,37,1052,1,39,0,1,1,2102,2,3915,39
39,14,2164,336,5,37,780,2,1,2482,17,4489,57
16,102,864,312,5,34,1284,2,1,1162,22,3343,40
54,272,3068,36,1,19,1834,2,0,150,15,1254,13
5,562,476,832,1,33,1820,1,1,1036,29,1979,27
20,593,1155,358,5,39,125,2,1,1273,7,1263,8
5,472,362,832,1,38,337,1,1,1373,26,1725,2
41,318,2504,441,2,37,196,1,1,1525,29,157,11
15,422,840,315,1,37,774,2,1,2276,2,3618,30
16,362,1037,340,1,33,1694,1,0,1406,29,1063,39
45,509,2796,791,5,39,385,2,1,2041,46,4806,55
41,137,2383,731,1,40,353,2,1,1461,28,2113,42
39,43,2287,893,7,40,25,1,1,1024,44,4365,51
8,105,551,37,5,24,1784,2,0,176,7,2723,18
26,377,1263,690,6,39,479,1,0,777,29,2140,12
16,243,861,170,5,30,1591,2,0,1344,2,4548,54
39,37,2268,852,1,40,310,1,1,2142,29,3281,46
37,374,1827,375,1,29,1820,2,0,324,18,752,21
45,84,2678,613,1,38,652,2,1,2832,15,3035,34
46,381,2842,331,1,37,1193,2,1,1502,38,2611,51
33,161,1612,882,5,40,91,1,1,875,9,1696,15
45,235,2688,244,1,29,1795,2,1,1204,0,3925,51
54,274,3161,454,5,38,631,2,1,2206,25,1962,6
55,533,3401,486,1,36,634,2,1,1729,7,4372,50
55,564,3432,698,1,36,1533,1,1,1743,38,3754,39
37,512,1778,142,1,21,1864,2,0,492,41,1516,9
5,562,474,676,1,33,1964,1,1,2117,29,2388,13
36,386,1774,454,1,33,1588,2,1,1223,29,1773,1
16,362,1008,31,1,24,1979,2,0,558,29,2516,29
39,21,2174,759,5,40,1,2,1,2553,44,2784,32
5,472,354,152,5,24,1784,2,0,479,17,84,19
36,386,1775,441,1,35,1854,1,1,1487,29,2439,25
29,435,1366,567,1,33,1887,1,1,1979,44,3003,23
3,57,145,93,1,22,1952,2,0,411,20,1140,46
16,102,868,390,1,37,1405,2,1,1127,30,1577,21
54,400,3244,234,5,32,988,2,0,657,6,3751,59
41,523,2614,521,1,35,248,2,0,801,30,200,38
1,271,28,441,1,34,910,2,0,1801,26,3870,55
8,109,601,312,5,36,1424,2,1,886,38,2627,59
54,464,3277,285,5,30,1637,2,1,2014,25,4668,61
33,152,1531,549,1,36,1269,1,1,1501,44,1881,45
39,11,2120,50,1,21,1887,2,0,1480,3,476,14
41,347,2517,487,1,37,1799,2,1,2846,29,3370,27
5,472,361,585,1,34,1535,2,1,1978,38,3660,52
15,390,826,224,5,38,642,2,1,1674,29,3881,50
20,594,1168,207,5,37,946,2,1,2472,25,3164,23
5,557,437,610,1,36,1412,1,1,888,7,3533,53
35,121,1718,470,1,35,1475,1,1,1982,46,3248,31
15,245,816,211,1,35,1460,2,1,2184,7,2878,40
47,592,2877,154,1,30,1383,1,0,252,2,4044,51
39,27,2206,57,1,25,1971,2,1,1681,48,3032,25
39,391,2319,109,1,27,1651,2,0,501,41,4781,55
41,370,2523,50,5,22,1824,2,0,504,45,1579,38
54,272,3068,26,1,21,104,2,0,1801,30,3430,34
5,468,314,152,1,28,2004,2,0,468,26,4698,63
54,272,3103,437,1,34,1786,2,1,2856,35,3400,43
41,359,2373,57,1,28,1843,2,0,357,31,4158,43
46,241,2813,406,5,40,200,2,0,620,29,4585,59
37,356,1819,383,5,38,277,2,1,1114,30,2658,21
54,272,3092,259,5,25,1766,2,1,2129,48,3698,34
39,37,2273,383,1,35,1217,2,1,2475,29,3395,34
41,285,2463,690,5,39,135,2,1,2057,20,2197,36
24,568,1220,574,1,35,1035,2,1,2473,7,3677,51
35,342,1717,220,5,23,1732,2,0,1754,6,2961,45
55,564,3434,1043,5,39,532,1,1,1112,48,4644,56
16,362,1024,148,1,27,1843,2,1,2599,29,3067,31
3,57,116,113,5,22,1781,2,1,2047,7,2199,33
5,468,318,231,1,28,1864,2,0,777,4,145,18
41,175,2408,208,1,35,1477,2,1,2327,12,1246,10
39,14,2171,552,5,41,0,2,1,2534,45,4952,62
36,386,1768,742,7,36,1063,1,0,697,29,2963,20
41,7,2584,23,1,15,1799,2,0,132,0,186,5
54,272,3068,114,5,18,1717,2,0,298,35,1192,35
32,124,1414,516,1,36,863,2,1,1986,4,3242,30
37,303,1802,440,5,39,335,2,1,2377,25,4792,60
39,14,2166,333,1,37,975,2,1,1729,7,1657,3
55,533,3398,326,1,34,1623,2,0,477,15,1913,31
39,31,2250,42,1,25,2001,1,0,104,48,3477,46
5,557,437,781,1,37,714,1,1,1365,7,2291,15
54,502,3307,797,5,40,332,1,1,2443,31,3034,39
45,75,2655,246,1,32,1441,2,1,2476,16,2090,15
39,28,2241,102,1,30,1925,2,0,1921,15,430,33
33,152,1529,783,1,36,1080,1,0,1670,1,4119,59
45,509,2800,926,1,39,436,1,1,2668,29,4274,61
41,316,2492,254,1,35,1584,2,1,2229,36,4857,56
39,42,2304,918,1,39,337,1,1,2511,31,773,11
5,470,341,570,1,37,1439,1,0,604,38,841,7
9,459,733,278,1,37,790,2,0,1405,7,45,2
5,474,425,631,1,31,1753,1,0,747,14,4360,62
3,57,170,438,1,29,1869,2,0,134,45,86,40
41,466,2592,65,1,27,1901,2,0,181,1,2787,58
45,299,2700,385,5,37,788,2,1,1729,7,2969,35
37,417,1847,495,1,36,1234,2,1,2303,0,3014,27
3,409,243,826,5,38,171,2,1,941,7,4065,47
16,407,1041,738,6,40,116,2,1,2183,3,1950,9
6,136,492,371,1,32,1347,1,1,1128,29,4028,43
5,468,326,228,1,30,1875,2,1,2208,4,3844,57
5,468,327,643,1,37,705,2,1,2473,7,4655,62
54,272,3116,615,5,39,354,2,1,1715,6,4290,55
39,95,2312,914,1,40,54,2,1,2862,29,3784,59
8,109,585,121,1,27,1732,2,1,1509,44,3712,56
18,68,1075,219,1,29,1746,2,1,2577,45,4056,51
16,243,861,248,5,12,1573,2,0,99,49,3903,52
5,468,333,323,1,30,1633,2,1,2499,44,4958,63
15,36,777,320,5,39,278,2,1,869,29,4856,62
39,14,2156,241,5,33,1543,2,1,1972,31,2876,58
46,241,2818,46,1,24,1727,2,1,2530,29,4247,59
3,413,264,712,1,35,701,2,0,563,29,1993,10
54,305,3175,241,5,31,1657,2,1,2191,25,4376,51
39,26,2195,11,1,22,2061,2,0,22,44,407,8
37,417,1858,860,5,39,9,1,1,2446,7,4894,62
39,31,2252,146,1,27,1417,2,1,2269,44,1451,23
5,474,421,879,1,35,1703,1,1,1388,31,3702,53
36,486,1777,321,5,39,497,2,1,1278,29,234,4
41,370,2373,60,1,24,1994,2,0,101,45,2063,63
38,191,1956,185,5,34,1187,2,0,1620,16,833,15
54,272,3100,473,5,36,1219,1,1,2835,40,4433,55
54,400,3268,331,1,37,999,2,1,2473,2,1879,8
5,470,342,567,5,37,710,2,1,1365,7,4797,62
45,64,2642,148,1,26,1701,2,1,2211,30,1912,13
36,363,1764,404,1,27,1972,2,1,2594,40,3388,49
32,351,1445,890,5,40,1,1,1,1564,50,4164,51
45,338,2758,510,5,39,688,2,1,2630,7,2726,19
8,109,584,158,1,35,1925,2,0,572,4,1453,10
32,343,1434,454,5,37,946,2,1,1246,25,3555,30
54,400,3263,294,1,36,1390,2,1,1574,29,1256,19
8,100,666,173,1,33,1424,2,1,909,38,2781,61
5,473,406,1108,5,39,345,1,1,2869,44,4240,60
16,247,959,100,1,25,1935,2,0,182,3,169,1
41,370,2522,81,5,26,42,2,0,322,25,4587,52
41,175,2401,255,5,35,1157,2,1,2121,48,2272,16
8,104,549,73,5,26,1772,2,0,264,10,2363,49
38,302,2021,294,1,36,1568,2,1,2632,10,1548,10
54,464,3279,289,5,28,1734,2,1,1094,32,2515,16
41,285,2457,342,1,34,1489,2,1,1356,38,565,19
45,299,2712,50,5,23,1718,2,0,23,7,938,39
48,323,2882,323,1,35,1578,2,1,2772,16,4339,50
5,472,314,136,1,24,1940,1,0,605,26,195,10
54,274,3160,455,1,36,892,2,1,69,6,549,13
50,76,2908,193,5,31,1186,2,1,1979,44,420,3
5,472,386,132,1,24,1864,1,0,32,12,852,15
33,257,1683,1061,1,39,309,1,1,2352,29,4511,55
54,400,3244,164,5,33,1730,2,0,1439,29,2366,13
26,585,1318,451,5,39,698,2,1,1169,31,1328,37
53,86,2945,452,6,36,1067,1,1,1525,25,3484,47
54,272,3170,521,1,36,1068,2,0,1418,29,1153,40
54,272,3106,429,1,36,1545,2,0,359,29,1185,24
38,191,1993,131,1,27,1925,2,1,2889,18,1922,31
53,89,2969,103,5,26,1249,2,1,1720,31,2636,17
8,105,578,421,5,40,288,2,1,949,9,2051,14
54,272,3034,244,1,27,1666,2,0,165,29,2249,20
41,285,2467,727,5,40,248,1,1,1081,2,4719,61
33,158,1594,882,1,36,1381,1,0,107,1,601,45
45,338,2770,60,1,23,2074,2,0,794,27,2231,55
40,344,2367,994,1,36,1515,1,1,1370,29,3596,30
54,502,3309,835,1,39,448,1,1,1070,22,4076,60
16,276,973,570,1,37,845,2,1,2080,0,3241,46
41,285,2463,690,5,39,135,2,1,2057,20,2197,13
41,424,2587,165,5,3,1253,2,0,457,23,405,41
50,500,2919,552,6,40,8,1,1,2523,31,237,1
16,247,861,37,1,22,1930,2,0,682,27,4641,53
15,288,822,90,1,27,1882,2,1,807,1,955,7
8,106,565,581,5,40,1,2,1,2187,17,2459,26
49,385,2901,879,5,39,411,1,1,2104,31,2268,24
5,472,352,77,1,23,2086,2,0,1331,4,533,18
53,89,2966,254,5,36,1077,2,1,1611,18,449,1
5,473,404,952,1,35,863,1,1,2283,29,1882,9
5,472,361,791,1,38,700,1,0,84,44,631,61
45,202,2684,22,1,22,1864,2,1,1516,30,3959,47
5,469,336,789,1,36,903,1,1,2070,7,1968,4
39,28,2235,340,1,34,1503,1,0,207,29,647,21
54,272,3111,487,1,35,1555,2,1,2543,29,2467,29
38,83,1939,100,5,20,1896,2,0,1419,33,4522,51
33,158,1578,50,1,24,2010,1,0,536,36,958,1
55,564,3428,649,1,36,1512,2,1,1977,29,1322,3
53,441,3007,114,5,21,1933,2,0,1917,17,276,10
39,37,2260,369,1,34,1098,2,1,2473,46,4030,49
37,417,1867,605,1,38,764,2,1,1574,29,3822,51
24,556,1230,196,1,28,50,2,0,1920,45,890,18
33,147,1472,410,1,39,663,2,1,1270,12,3626,51
16,525,1061,481,1,37,1061,2,1,1160,29,1585,17
33,158,1592,975,1,38,472,1,1,828,45,3021,35
35,195,1728,927,7,38,280,1,1,2252,46,3549,29
54,272,3069,53,1,24,1864,2,0,1772,38,573,19
24,237,1215,893,1,36,991,2,1,2146,38,1507,13
45,299,2714,121,5,27,1555,2,1,808,7,4866,63
20,599,1191,214,1,31,1864,2,1,2498,29,4828,57
5,468,321,615,1,38,1001,1,1,1971,29,3600,48
37,388,1829,375,5,37,1018,2,1,2475,29,4147,51
24,568,1220,583,1,36,1227,2,1,2128,2,4751,55
45,509,2799,870,1,40,6,2,1,1271,29,4230,45
36,386,1771,643,5,37,618,1,1,2121,48,1455,2
9,459,732,158,1,31,1124,2,0,696,0,4876,63
3,59,180,391,1,29,1921,1,0,1296,44,62,17
29,435,1364,600,1,33,1708,1,0,665,29,4200,61
41,175,2430,596,1,40,18,2,1,1048,29,2048,21
16,247,927,244,1,38,1690,2,1,1210,38,2686,26
39,13,2137,180,1,28,1504,2,1,1511,29,2370,18
15,36,766,124,5,28,1623,2,0,1632,7,2247,11
41,285,2454,59,1,24,2056,2,0,382,3,828,21
40,142,2354,367,5,25,1802,1,0,583,31,1748,27
38,83,1925,326,1,35,1383,2,1,1979,44,422,22
33,158,1587,769,1,33,1365,1,1,876,34,1555,15
8,115,652,948,1,40,1,1,1,944,29,1258,11
6,232,499,132,1,30,1021,2,0,1818,44,4909,59
8,277,680,339,1,36,1741,2,1,2830,44,4191,42
54,272,3086,139,1,25,1765,2,1,2293,1,4495,54
38,83,1941,59,1,26,1762,2,0,713,38,4552,49
54,392,3241,373,1,36,1887,1,1,2628,29,1367,0
53,35,2935,244,5,15,1600,2,0,216,7,548,31
54,272,3102,746,5,40,180,2,1,2773,26,1764,14
33,120,1469,953,5,39,580,1,1,1158,15,2639,16
38,83,1899,14,1,32,1651,2,0,328,18,2387,11
41,347,2519,393,1,36,1861,2,1,2625,47,4256,63
41,370,2550,58,1,21,1810,2,1,903,28,1440,55
53,89,2965,170,5,32,1277,2,0,74,4,4085,40
54,272,3034,177,1,29,1926,2,0,643,26,4439,58
38,83,1890,19,5,23,1852,2,0,724,41,636,0
32,343,1436,702,5,38,480,2,1,2473,48,3500,42
46,381,2834,72,1,21,2020,2,0,703,9,895,13
8,100,665,487,1,40,1,2,1,2550,7,3127,28
33,159,1606,883,1,23,1914,1,1,2062,2,2582,20
29,434,1349,210,1,15,1841,2,0,298,2,4600,50
8,110,597,505,1,36,960,2,1,834,41,2339,25
8,105,579,504,5,40,1,2,1,1494,7,3154,31
3,196,238,125,5,15,1925,2,0,491,29,347,7
35,342,1737,286,1,33,1536,2,0,241,7,356,22
54,272,3034,59,5,21,1742,2,0,470,7,4875,61
3,63,235,1086,1,37,597,1,1,2219,29,2446,26
25,395,1243,261,1,28,1753,2,0,1682,29,205,16
37,417,1853,612,5,39,249,2,1,2057,20,1040,0
54,274,3162,812,1,39,408,1,1,1171,17,4356,60
33,158,1598,99,1,20,1895,1,0,706,7,1597,53
38,83,1933,99,1,26,1690,2,1,2680,29,3279,38
16,247,931,370,1,36,1340,2,1,2104,31,2836,32
54,366,3190,588,1,26,2061,1,0,501,34,864,4
54,272,3094,202,1,27,1753,2,0,617,40,1332,50
25,554,1250,1058,5,39,258,1,1,2796,10,3199,37
20,594,1105,165,1,32,1360,2,0,1666,29,38,18
54,392,3236,452,1,36,1513,2,1,2251,35,4257,44
39,14,2158,321,1,36,1046,2,1,2605,35,1305,1
8,105,567,289,1,37,1278,2,1,728,16,2074,17
3,57,157,676,1,36,1377,1,1,2773,26,1353,6
46,319,2823,802,5,40,1,2,1,2420,0,2782,17
39,37,2263,383,1,35,1287,1,1,2130,7,2462,18
3,410,254,643,1,35,1412,2,1,1167,38,2698,20
48,325,2884,202,1,27,1368,2,1,2473,10,4153,43
54,272,3098,585,5,31,1320,2,1,1129,29,3939,53
37,417,1846,457,1,34,1249,1,0,1288,29,4023,38
54,392,3034,66,1,24,1983,2,0,1633,3,4635,56
15,36,772,323,5,38,388,2,1,2234,7,3157,45
15,288,820,136,1,27,2107,2,0,733,24,2806,51
53,86,2937,305,1,36,1634,2,1,1085,5,2789,25
38,582,2076,68,1,26,1971,2,0,1282,24,2544,42
50,458,2915,196,5,10,1573,2,0,704,40,164,1
45,80,2666,612,1,39,248,2,1,1126,40,2614,25
38,302,2040,612,5,35,998,2,1,1553,7,3571,33
16,362,1036,235,1,29,1701,2,0,449,23,2959,62
5,472,352,297,1,31,1904,1,0,1458,35,2064,6
3,63,233,244,1,25,2031,1,0,382,29,671,1
3,452,300,584,5,29,1690,1,1,972,7,3350,35
16,247,950,96,5,27,1701,2,0,590,17,132,22
53,188,2934,42,5,25,1651,2,0,1634,7,4688,52
54,519,3034,118,1,25,473,2,0,361,18,3415,53
54,131,3046,210,1,32,1910,2,1,837,44,2664,40
33,161,1618,720,1,35,1153,2,1,2368,44,1735,10
37,303,1800,405,5,38,331,2,0,283,21,1482,10
20,322,1119,552,5,40,203,2,1,900,29,2816,19
54,502,3305,736,5,40,241,2,1,2345,10,2400,15
5,468,318,278,5,28,1509,2,0,619,25,3816,42
54,272,3089,100,5,15,991,2,0,405,11,663,25
8,308,691,504,1,34,1524,2,1,2265,44,988,12
9,222,720,244,1,38,912,2,1,2005,29,1976,38
37,349,1810,132,5,18,2001,1,0,501,38,3704,39
39,26,2202,54,1,24,1728,2,0,398,38,3453,57
3,413,276,1017,1,39,0,1,1,938,29,1586,23
26,399,1271,58,5,26,1600,2,1,1186,2,2840,30
26,399,1252,42,5,24,1061,2,0,375,49,2529,17
41,137,2384,851,7,40,162,2,1,2218,23,4731,52
5,472,380,321,1,29,1690,2,0,1833,7,2461,24
3,72,236,131,1,23,2001,1,1,2901,4,4762,63
33,154,1557,642,1,33,1045,1,1,1023,38,4849,58
38,302,2030,500,1,38,1266,2,1,2251,35,1738,19
39,10,2102,475,5,36,1106,1,1,2473,7,1924,20
54,514,3331,710,1,37,1470,1,1,2760,12,1452,4
46,241,2817,228,5,36,1249,2,1,1838,23,3747,52
15,507,849,690,1,39,537,2,1,815,17,2233,9
3,56,97,597,1,36,912,1,1,1504,31,3121,25
54,131,3051,503,1,38,733,2,1,2816,10,2270,11
47,592,2871,355,5,37,1121,1,1,1966,7,609,10
54,272,3168,289,1,29,1460,2,1,2867,35,3345,29
1,3,15,81,1,26,1822,2,0,668,30,3455,27
